Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-05-21,91.583,96.388,91.313,94.726,3241100,0.0,0.0
2018-05-22,95.206,95.918,93.524,93.688,1222000,0.0,0.0
2018-05-23,93.14,93.293,91.515,92.909,770500,0.0,0.0
2018-05-24,92.698,93.659,92.524,93.236,451600,0.0,0.0
2018-05-25,92.573,94.706,92.573,93.563,561100,0.0,0.0
2018-05-29,93.457,93.764,92.313,93.101,707600,0.0,0.0
2018-05-30,93.639,95.129,93.466,94.553,705100,0.0,0.0
2018-05-31,94.591,94.639,93.092,93.726,696400,0.0,0.0
2018-06-01,94.735,96.158,94.235,96.033,848000,0.0,0.0
2018-06-04,96.273,97.042,94.947,95.216,593900,0.0,0.0
2018-06-05,95.35,96.206,94.908,96.139,724800,0.0,0.0
2018-06-06,96.6,97.946,96.312,97.648,716100,0.0,0.0
2018-06-07,97.734,98.147,97.09,97.926,418400,0.0,0.0
2018-06-08,97.994,98.993,97.773,98.705,825000,0.0,0.0
2018-06-11,98.628,98.984,97.878,98.801,353500,0.0,0.0
2018-06-12,98.657,100.166,98.378,98.974,447400,0.0,0.0
2018-06-13,99.013,99.118,96.994,97.109,698500,0.0,0.0
2018-06-14,97.321,98.147,96.984,98.051,500300,0.0,0.0
2018-06-15,97.167,98.897,96.581,98.494,843200,0.0,0.0
2018-06-18,97.782,99.041,97.1,98.618,522300,0.0,0.0
2018-06-19,97.455,98.378,97.004,98.071,671900,0.0,0.0
2018-06-20,98.455,98.782,98.051,98.628,516600,0.0,0.0
2018-06-21,98.378,98.849,96.254,96.533,553300,0.0,0.0
2018-06-22,97.379,97.869,96.283,96.792,904700,0.0,0.0
2018-06-25,96.513,96.59,94.312,94.841,812500,0.0,0.0
2018-06-26,95.245,95.466,94.399,94.591,525800,0.0,0.0
2018-06-27,95.187,96.302,94.533,94.581,759600,0.0,0.0
2018-06-28,94.399,95.139,93.688,94.341,746600,0.0,0.0
2018-06-29,94.466,95.668,93.986,94.754,949800,0.0,0.0
2018-07-02,94.322,95.648,93.611,95.293,580000,0.0,0.0
2018-07-03,95.793,96.437,95.225,95.437,209600,0.0,0.0
2018-07-05,96.398,96.437,94.985,95.927,811300,0.0,0.0
2018-07-06,95.841,96.773,95.687,96.215,566200,0.0,0.0
2018-07-09,96.821,98.109,96.571,97.715,768700,0.0,0.0
2018-07-10,97.638,98.311,96.908,97.917,835800,0.0,0.0
2018-07-11,96.85,98.369,96.667,98.215,581100,0.0,0.0
2018-07-12,98.82,99.733,97.398,99.657,722000,0.0,0.0
2018-07-13,99.532,101.021,99.532,100.031,696600,0.0,0.0
2018-07-16,100.339,100.435,98.753,98.763,610200,0.0,0.0
2018-07-17,98.609,99.224,97.974,98.417,613800,0.0,0.0
2018-07-18,98.695,99.868,98.08,99.82,716300,0.0,0.0
2018-07-19,99.253,100.964,99.253,100.723,827700,0.0,0.0
2018-07-20,100.848,101.358,100.07,100.656,697200,0.0,0.0
2018-07-23,100.099,101.204,99.224,101.204,1269100,0.0,0.0
2018-07-24,100.051,103.03,98.57,102.896,1658100,0.0,0.0
2018-07-25,103.242,105.558,103.242,105.414,1525200,0.0,0.0
2018-07-26,105.385,107.394,104.559,104.655,1890500,0.0,0.0
2018-07-27,105.193,105.193,102.857,104.155,901600,0.0,0.0
2018-07-30,104.664,106.366,104.309,104.674,998800,0.0,0.0
2018-07-31,105.183,107.058,105.155,106.039,1001100,0.0,0.0
2018-08-01,105.491,106.481,103.655,106.327,702900,0.0,0.0
2018-08-02,105.616,108.038,105.462,107.702,576700,0.0,0.0
2018-08-03,107.577,108.98,107.288,108.826,573600,0.0,0.0
2018-08-06,109.095,110.086,108.375,109.134,626800,0.0,0.0
2018-08-07,109.643,110.393,109.067,109.326,574500,0.0,0.0
2018-08-08,109.432,109.711,108.615,108.624,649300,0.0,0.0
2018-08-09,108.759,109.269,107.239,107.287,537900,0.12,0.0
