Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-12-19,153.388,154.026,152.778,153.564,1004900,0.0,0.0
2017-12-20,153.434,156.438,152.223,156.161,1480100,0.0,0.0
2017-12-21,156.947,157.131,155.514,155.754,1104300,0.0,0.0
2017-12-22,155.07,155.939,154.377,155.052,748600,0.0,0.0
2017-12-26,155.274,155.93,154.118,155.856,661100,0.0,0.0
2017-12-27,155.079,157.409,153.675,157.326,951600,0.0,0.0
2017-12-28,157.649,158.111,155.56,155.726,1073000,0.0,0.0
2017-12-29,155.708,156.087,154.063,155.828,1336300,0.0,0.0
2018-01-02,152.612,153.748,151.327,151.863,2581200,0.0,0.0
2018-01-03,152.547,152.87,148.406,150.218,3530900,0.0,0.0
2018-01-04,150.837,151.105,149.303,151.031,2708800,0.0,0.0
2018-01-05,152.02,153.665,150.772,152.039,2186600,0.0,0.0
2018-01-08,151.697,151.724,149.275,150.014,1803800,0.0,0.0
2018-01-09,150.569,151.373,149.82,151.031,2453600,0.0,0.0
2018-01-10,149.885,150.134,148.24,149.737,2296800,0.0,0.0
2018-01-11,149.737,151.022,148.785,150.199,2420700,0.0,0.0
2018-01-12,150.504,153.296,148.924,153.009,2680200,0.0,0.0
2018-01-16,157.686,159.562,154.765,155.958,3264400,0.0,0.0
2018-01-17,158.573,161.577,157.973,160.45,2367100,0.0,0.0
2018-01-18,160.237,162.742,158.675,162.197,1847400,0.0,0.0
2018-01-19,163.37,166.245,163.121,166.042,1840800,0.0,0.0
2018-01-22,173.39,181.015,171.014,180.452,6777500,0.0,0.0
2018-01-23,182.032,186.423,179.86,180.193,4261800,0.0,0.0
2018-01-24,181.977,186.681,179.5,185.397,3248400,0.0,0.0
2018-01-25,185.554,188.216,183.16,185.415,3490700,0.0,0.0
2018-01-26,186.7,186.7,164.563,166.642,22145600,0.0,0.0
2018-01-29,158.083,158.832,150.051,151.105,25903500,0.0,0.0
2018-01-30,148.711,159.257,148.554,158.416,16494600,0.0,0.0
2018-01-31,160.154,163.583,150.292,153.055,11253100,0.0,0.0
2018-02-01,153.443,158.777,151.613,157.584,6416100,0.0,0.0
2018-02-02,155.237,159.904,153.434,153.952,5398800,0.0,0.0
2018-02-05,153.083,157.852,152.787,152.954,4916800,0.0,0.0
2018-02-06,151.123,154.969,149.959,150.865,3672700,0.0,0.0
2018-02-07,162.271,166.467,159.858,163.897,15719900,0.0,0.0
2018-02-08,164.711,165.635,156.346,156.466,5312600,0.0,0.0
2018-02-09,155.884,155.967,148.711,153.638,5511100,0.0,0.0
2018-02-12,154.932,155.061,149.737,150.587,3427500,0.0,0.0
2018-02-13,150.661,153.018,150.19,152.196,2122900,0.0,0.0
